Time (s),Hammer force [N]
0.0,-0.0061243170484581
0.00060679,0.0011424058590308
0.00121358,0.004533543215859
0.00182037,0.0039414398678414
0.00242716,0.0030532848458149
0.0030339499999999997,0.0024611814977973
0.00364074,0.0027303193832599
0.004247529999999999,0.0027303193832599
0.00485432,0.0025688366519823
0.00546111,0.0042105777533039
0.006067899999999999,0.0035646468281938
0.00667469,0.0023804401321585
0.00728148,0.0018959919383259
0.00788827,0.003268595154185
0.008495059999999999,0.0021382160352422
0.00910185,0.0043720604845814
0.00970864,0.0032147675770925
0.010315429999999999,0.0018690781497797
0.01092222,0.003268595154185
0.01152901,0.0032416813656387
0.012135799999999999,0.0030801986343612
0.01274259,0.0043989742731277
0.01334938,0.0020843884581497
0.013956169999999999,0.0027572331718061
0.01456296,0.0037799571365638
0.01516975,0.0023535263436123
0.01577654,0.0031609399999999
0.016383329999999998,0.004533543215859
0.016990119999999997,0.0018959919383259
0.01759691,0.0039414398678414
0.0182037,0.0046681121585903
0.01881049,0.0022727849779735
0.01941728,0.003483905462555
0.020024069999999998,0.0032147675770925
0.020630859999999997,0.0024611814977973
0.021237649999999997,0.0038606985022026
0.02184444,0.0034031640969163
0.02245123,0.0028379745374449
0.02305802,0.003268595154185
0.023664809999999998,0.0024073539207048
0.024271599999999997,0.0028379745374449
0.024878389999999997,0.0045873707929515
0.02548518,0.0022727849779735
0.02609197,0.0039145260792951
0.02669876,0.0028379745374449
0.027305549999999998,0.0031340262114537
0.027912339999999997,0.0014922851101321
0.028519129999999997,0.0030263710572687
0.02912592,0.0039683536563876
0.02973271,0.0029725434801762
0.0303395,0.004641198370044
0.030946289999999998,0.0025957504405286
0.03155308,0.0036184744052863
0.03215987,0.00337625030837
0.032766659999999996,0.0040760088105726
0.03337345,0.0028918021145374
0.033980239999999995,0.0041298363876651
0.03458703,0.0023804401321585
0.03519382,0.0026495780176211
0.03580061,0.0040490950220264
0.0364074,0.0019498195154184
0.037014189999999995,0.004425888061674
0.03762098,0.0010078369162995
0.038227769999999994,0.0040490950220264
0.03883456,0.0036453881938325
0.03944135,0.002111302246696
0.040048139999999996,-0.0063127135682819
0.04065493,-0.0009837834361233
0.041261719999999995,0.0044797156387665
0.04186851,0.0021920436123348
0.042475299999999994,0.0034031640969163
0.043082089999999996,0.00337625030837
0.04368888,0.0041567501762114
0.044295669999999995,0.003483905462555
0.04490246,0.0038876122907488
